"","chr","start","CHR_POS","region"
"84556","NC_031785.1",833266,"NC_031785.1_833266","Intergenic"
"84557","NC_031785.1",833274,"NC_031785.1_833274","Intergenic"
"84558","NC_031785.1",833277,"NC_031785.1_833277","Intergenic"
"84559","NC_031785.1",833279,"NC_031785.1_833279","Intergenic"
"84565","NC_031785.1",865601,"NC_031785.1_865601","Gene body"
"84610","NC_031785.1",1028579,"NC_031785.1_1028579","Promoter"
"84612","NC_031785.1",1028590,"NC_031785.1_1028590","Promoter"
"84613","NC_031785.1",1028596,"NC_031785.1_1028596","Promoter"
"84614","NC_031785.1",1028608,"NC_031785.1_1028608","Promoter"
"84616","NC_031785.1",1028645,"NC_031785.1_1028645","Promoter"
"84617","NC_031785.1",1028651,"NC_031785.1_1028651","Promoter"
"84619","NC_031785.1",1028666,"NC_031785.1_1028666","Promoter"
"84620","NC_031785.1",1028668,"NC_031785.1_1028668","Promoter"
"84621","NC_031785.1",1028670,"NC_031785.1_1028670","Promoter"
"84622","NC_031785.1",1028672,"NC_031785.1_1028672","Promoter"
"84623","NC_031785.1",1028683,"NC_031785.1_1028683","Promoter"
"84624","NC_031785.1",1028685,"NC_031785.1_1028685","Promoter"
"84625","NC_031785.1",1028707,"NC_031785.1_1028707","Promoter"
"84626","NC_031785.1",1028718,"NC_031785.1_1028718","Promoter"
"84627","NC_031785.1",1028721,"NC_031785.1_1028721","Promoter"
"84628","NC_031785.1",1028762,"NC_031785.1_1028762","Promoter"
"84672","NC_031785.1",1036542,"NC_031785.1_1036542","Gene body"
"84690","NC_031785.1",1057408,"NC_031785.1_1057408","Up- or downstream"
"84691","NC_031785.1",1057462,"NC_031785.1_1057462","Up- or downstream"
"84692","NC_031785.1",1065845,"NC_031785.1_1065845","Intergenic"
"84701","NC_031785.1",1066033,"NC_031785.1_1066033","Intergenic"
"84741","NC_031785.1",1246479,"NC_031785.1_1246479","Intergenic"
"84745","NC_031785.1",1257106,"NC_031785.1_1257106","Up- or downstream"
"84822","NC_031785.1",1570767,"NC_031785.1_1570767","Gene body"
"84823","NC_031785.1",1570774,"NC_031785.1_1570774","Gene body"
"84825","NC_031785.1",1570849,"NC_031785.1_1570849","Gene body"
"84873","NC_031785.1",1695353,"NC_031785.1_1695353","Intergenic"
"84874","NC_031785.1",1695368,"NC_031785.1_1695368","Intergenic"
"84875","NC_031785.1",1695394,"NC_031785.1_1695394","Intergenic"
"84908","NC_031785.1",1904411,"NC_031785.1_1904411","Intergenic"
"84923","NC_031785.1",1993357,"NC_031785.1_1993357","Intergenic"
"84927","NC_031785.1",2067714,"NC_031785.1_2067714","Up- or downstream"
"84928","NC_031785.1",2067726,"NC_031785.1_2067726","Up- or downstream"
"84929","NC_031785.1",2067757,"NC_031785.1_2067757","Up- or downstream"
"84930","NC_031785.1",2067764,"NC_031785.1_2067764","Up- or downstream"
"84931","NC_031785.1",2067769,"NC_031785.1_2067769","Up- or downstream"
"84932","NC_031785.1",2067789,"NC_031785.1_2067789","Up- or downstream"
"84933","NC_031785.1",2067813,"NC_031785.1_2067813","Up- or downstream"
"84977","NC_031785.1",2165029,"NC_031785.1_2165029","TSS"
"84979","NC_031785.1",2165088,"NC_031785.1_2165088","Promoter"
"85002","NC_031785.1",2183193,"NC_031785.1_2183193","Promoter"
"85024","NC_031785.1",2201053,"NC_031785.1_2201053","Gene body"
"85055","NC_031785.1",2257806,"NC_031785.1_2257806","Gene body"
"85133","NC_031785.1",2672800,"NC_031785.1_2672800","Up- or downstream"
"85134","NC_031785.1",2672882,"NC_031785.1_2672882","Up- or downstream"
"85135","NC_031785.1",2672912,"NC_031785.1_2672912","Up- or downstream"
"85137","NC_031785.1",2672926,"NC_031785.1_2672926","Up- or downstream"
"85139","NC_031785.1",2672955,"NC_031785.1_2672955","Up- or downstream"
"85140","NC_031785.1",2672997,"NC_031785.1_2672997","Up- or downstream"
"85150","NC_031785.1",2715457,"NC_031785.1_2715457","Intergenic"
"85158","NC_031785.1",2729760,"NC_031785.1_2729760","Intergenic"
"85161","NC_031785.1",2734260,"NC_031785.1_2734260","Intergenic"
"85162","NC_031785.1",2734290,"NC_031785.1_2734290","Intergenic"
"85218","NC_031785.1",2823469,"NC_031785.1_2823469","Gene body"
"85252","NC_031785.1",2879734,"NC_031785.1_2879734","Up- or downstream"
"85256","NC_031785.1",2879791,"NC_031785.1_2879791","Up- or downstream"
"85257","NC_031785.1",2879796,"NC_031785.1_2879796","Up- or downstream"
"85259","NC_031785.1",2879807,"NC_031785.1_2879807","Up- or downstream"
"85274","NC_031785.1",2895489,"NC_031785.1_2895489","Intergenic"
"85275","NC_031785.1",2895491,"NC_031785.1_2895491","Intergenic"
"85276","NC_031785.1",2895507,"NC_031785.1_2895507","Intergenic"
"85278","NC_031785.1",2998595,"NC_031785.1_2998595","Intergenic"
"85281","NC_031785.1",2998678,"NC_031785.1_2998678","Intergenic"
"85285","NC_031785.1",3157248,"NC_031785.1_3157248","Intergenic"
"85291","NC_031785.1",3192976,"NC_031785.1_3192976","Intergenic"
"85292","NC_031785.1",3193013,"NC_031785.1_3193013","Intergenic"
"85294","NC_031785.1",3193025,"NC_031785.1_3193025","Intergenic"
"85295","NC_031785.1",3254865,"NC_031785.1_3254865","Intergenic"
"85297","NC_031785.1",3254911,"NC_031785.1_3254911","Intergenic"
"85298","NC_031785.1",3254948,"NC_031785.1_3254948","Intergenic"
"85306","NC_031785.1",3329344,"NC_031785.1_3329344","Intergenic"
"85333","NC_031785.1",3458532,"NC_031785.1_3458532","Intergenic"
"85360","NC_031785.1",3524639,"NC_031785.1_3524639","Up- or downstream"
"85361","NC_031785.1",3524641,"NC_031785.1_3524641","Up- or downstream"
"85362","NC_031785.1",3524657,"NC_031785.1_3524657","Up- or downstream"
"85363","NC_031785.1",3524669,"NC_031785.1_3524669","Up- or downstream"
"85392","NC_031785.1",3709866,"NC_031785.1_3709866","Gene body"
"85395","NC_031785.1",3709965,"NC_031785.1_3709965","Gene body"
"85399","NC_031785.1",3723612,"NC_031785.1_3723612","Gene body"
"85401","NC_031785.1",3723633,"NC_031785.1_3723633","Gene body"
"85403","NC_031785.1",3723642,"NC_031785.1_3723642","Gene body"
"85414","NC_031785.1",3778712,"NC_031785.1_3778712","Up- or downstream"
"85416","NC_031785.1",3778754,"NC_031785.1_3778754","Up- or downstream"
"85417","NC_031785.1",3778773,"NC_031785.1_3778773","Up- or downstream"
"85423","NC_031785.1",3778930,"NC_031785.1_3778930","Up- or downstream"
"85429","NC_031785.1",3790491,"NC_031785.1_3790491","Gene body"
"85482","NC_031785.1",3912779,"NC_031785.1_3912779","Gene body"
"85493","NC_031785.1",3919028,"NC_031785.1_3919028","Gene body"
"85495","NC_031785.1",3920284,"NC_031785.1_3920284","Gene body"
"85499","NC_031785.1",3929136,"NC_031785.1_3929136","Gene body"
"85508","NC_031785.1",3986489,"NC_031785.1_3986489","TSS"
"85533","NC_031785.1",4102742,"NC_031785.1_4102742","Promoter"
"85549","NC_031785.1",4153763,"NC_031785.1_4153763","Up- or downstream"
"85629","NC_031785.1",4448357,"NC_031785.1_4448357","Intergenic"
"85647","NC_031785.1",4652491,"NC_031785.1_4652491","Gene body"
"85669","NC_031785.1",4749374,"NC_031785.1_4749374","Gene body"
"85766","NC_031785.1",4944114,"NC_031785.1_4944114","Intergenic"
"85782","NC_031785.1",4985452,"NC_031785.1_4985452","Intergenic"
"85797","NC_031785.1",5001457,"NC_031785.1_5001457","Intergenic"
"85800","NC_031785.1",5001546,"NC_031785.1_5001546","Intergenic"
"85802","NC_031785.1",5001590,"NC_031785.1_5001590","Intergenic"
"85917","NC_031785.1",5402735,"NC_031785.1_5402735","Intergenic"
"85918","NC_031785.1",5402755,"NC_031785.1_5402755","Intergenic"
"85922","NC_031785.1",5402901,"NC_031785.1_5402901","Intergenic"
"86061","NC_031785.1",5530378,"NC_031785.1_5530378","Gene body"
"86065","NC_031785.1",5551412,"NC_031785.1_5551412","Intergenic"
"86108","NC_031785.1",5588844,"NC_031785.1_5588844","Up- or downstream"
"86134","NC_031785.1",5665339,"NC_031785.1_5665339","Gene body"
"86140","NC_031785.1",5665399,"NC_031785.1_5665399","Gene body"
"86142","NC_031785.1",5665413,"NC_031785.1_5665413","Gene body"
"86143","NC_031785.1",5665428,"NC_031785.1_5665428","Gene body"
"86152","NC_031785.1",5754374,"NC_031785.1_5754374","Promoter"
"86208","NC_031785.1",5930087,"NC_031785.1_5930087","Gene body"
"86222","NC_031785.1",5969969,"NC_031785.1_5969969","Up- or downstream"
"86267","NC_031785.1",5996013,"NC_031785.1_5996013","Up- or downstream"
"86364","NC_031785.1",6304997,"NC_031785.1_6304997","Promoter"
"86380","NC_031785.1",6312207,"NC_031785.1_6312207","Gene body"
"86411","NC_031785.1",6638399,"NC_031785.1_6638399","Intergenic"
"86486","NC_031785.1",7836654,"NC_031785.1_7836654","Intergenic"
"86495","NC_031785.1",7954833,"NC_031785.1_7954833","Intergenic"
"86496","NC_031785.1",7954846,"NC_031785.1_7954846","Intergenic"
"86498","NC_031785.1",7954873,"NC_031785.1_7954873","Intergenic"
"86499","NC_031785.1",7954875,"NC_031785.1_7954875","Intergenic"
"86500","NC_031785.1",7954894,"NC_031785.1_7954894","Intergenic"
"86502","NC_031785.1",7954971,"NC_031785.1_7954971","Intergenic"
"86510","NC_031785.1",8281384,"NC_031785.1_8281384","Gene body"
"86550","NC_031785.1",8563131,"NC_031785.1_8563131","Gene body"
"86551","NC_031785.1",8563137,"NC_031785.1_8563137","Gene body"
"86553","NC_031785.1",8563174,"NC_031785.1_8563174","Gene body"
"86560","NC_031785.1",8566878,"NC_031785.1_8566878","Gene body"
"86568","NC_031785.1",8578058,"NC_031785.1_8578058","Up- or downstream"
"86571","NC_031785.1",8578094,"NC_031785.1_8578094","Up- or downstream"
"86577","NC_031785.1",8592966,"NC_031785.1_8592966","Up- or downstream"
"86580","NC_031785.1",8593058,"NC_031785.1_8593058","Up- or downstream"
"86610","NC_031785.1",8600715,"NC_031785.1_8600715","Gene body"
"86612","NC_031785.1",8600771,"NC_031785.1_8600771","Gene body"
"86618","NC_031785.1",8600903,"NC_031785.1_8600903","Gene body"
"86621","NC_031785.1",8607144,"NC_031785.1_8607144","Gene body"
"86628","NC_031785.1",8698307,"NC_031785.1_8698307","Intergenic"
"86632","NC_031785.1",8698385,"NC_031785.1_8698385","Intergenic"
"86638","NC_031785.1",8701516,"NC_031785.1_8701516","Intergenic"
"86646","NC_031785.1",8812606,"NC_031785.1_8812606","Intergenic"
"86650","NC_031785.1",8840123,"NC_031785.1_8840123","Intergenic"
"86652","NC_031785.1",8921036,"NC_031785.1_8921036","Intergenic"
"86654","NC_031785.1",8921100,"NC_031785.1_8921100","Intergenic"
"86656","NC_031785.1",8921117,"NC_031785.1_8921117","Intergenic"
"86658","NC_031785.1",8921216,"NC_031785.1_8921216","Intergenic"
"86683","NC_031785.1",9103163,"NC_031785.1_9103163","Intergenic"
"86694","NC_031785.1",9103296,"NC_031785.1_9103296","Intergenic"
"86702","NC_031785.1",9104341,"NC_031785.1_9104341","Intergenic"
"86703","NC_031785.1",9104350,"NC_031785.1_9104350","Intergenic"
"86712","NC_031785.1",9227420,"NC_031785.1_9227420","Intergenic"
"86715","NC_031785.1",9227593,"NC_031785.1_9227593","Intergenic"
"86750","NC_031785.1",9595006,"NC_031785.1_9595006","Gene body"
"86752","NC_031785.1",9595018,"NC_031785.1_9595018","Gene body"
"86754","NC_031785.1",9595026,"NC_031785.1_9595026","Gene body"
"86755","NC_031785.1",9595052,"NC_031785.1_9595052","Gene body"
"86758","NC_031785.1",9595183,"NC_031785.1_9595183","Gene body"
"86770","NC_031785.1",9613338,"NC_031785.1_9613338","Gene body"
"86788","NC_031785.1",9855450,"NC_031785.1_9855450","Promoter"
"86799","NC_031785.1",9903676,"NC_031785.1_9903676","Intergenic"
"86801","NC_031785.1",9903774,"NC_031785.1_9903774","Intergenic"
"86803","NC_031785.1",9903829,"NC_031785.1_9903829","Intergenic"
"86829","NC_031785.1",10171295,"NC_031785.1_10171295","Promoter"
"86837","NC_031785.1",10171399,"NC_031785.1_10171399","Promoter"
"86874","NC_031785.1",10202119,"NC_031785.1_10202119","Gene body"
"86877","NC_031785.1",10228322,"NC_031785.1_10228322","Gene body"
"86911","NC_031785.1",10265014,"NC_031785.1_10265014","Promoter"
"86913","NC_031785.1",10265033,"NC_031785.1_10265033","Promoter"
"86953","NC_031785.1",10267152,"NC_031785.1_10267152","Promoter"
"87027","NC_031786.1",483,"NC_031786.1_483","Up- or downstream"
"87288","NC_031786.1",287765,"NC_031786.1_287765","Gene body"
"87342","NC_031786.1",421390,"NC_031786.1_421390","Intergenic"
"87346","NC_031786.1",433293,"NC_031786.1_433293","Intergenic"
"87373","NC_031786.1",468219,"NC_031786.1_468219","Gene body"
"87391","NC_031786.1",503974,"NC_031786.1_503974","Intergenic"
"87397","NC_031786.1",509381,"NC_031786.1_509381","Intergenic"
"87401","NC_031786.1",509441,"NC_031786.1_509441","Intergenic"
"87405","NC_031786.1",528593,"NC_031786.1_528593","Intergenic"
"87406","NC_031786.1",528614,"NC_031786.1_528614","Intergenic"
"87407","NC_031786.1",528648,"NC_031786.1_528648","Intergenic"
"87410","NC_031786.1",528747,"NC_031786.1_528747","Intergenic"
"87411","NC_031786.1",541931,"NC_031786.1_541931","Intergenic"
"87412","NC_031786.1",542042,"NC_031786.1_542042","Intergenic"
"87413","NC_031786.1",542049,"NC_031786.1_542049","Intergenic"
"87444","NC_031786.1",568688,"NC_031786.1_568688","Intergenic"
"87449","NC_031786.1",602293,"NC_031786.1_602293","Up- or downstream"
"87507","NC_031786.1",631051,"NC_031786.1_631051","Up- or downstream"
"87530","NC_031786.1",633359,"NC_031786.1_633359","Up- or downstream"
"87538","NC_031786.1",639348,"NC_031786.1_639348","Intergenic"
"87554","NC_031786.1",639871,"NC_031786.1_639871","Intergenic"
"87555","NC_031786.1",639881,"NC_031786.1_639881","Intergenic"
"87576","NC_031786.1",642037,"NC_031786.1_642037","Intergenic"
"87599","NC_031786.1",649898,"NC_031786.1_649898","Intergenic"
"87604","NC_031786.1",681834,"NC_031786.1_681834","Intergenic"
"87605","NC_031786.1",720864,"NC_031786.1_720864","Gene body"
"87616","NC_031786.1",722203,"NC_031786.1_722203","Gene body"
"87618","NC_031786.1",722240,"NC_031786.1_722240","Gene body"
"87619","NC_031786.1",722247,"NC_031786.1_722247","Gene body"
"87625","NC_031786.1",747358,"NC_031786.1_747358","Gene body"
"87639","NC_031786.1",784598,"NC_031786.1_784598","Up- or downstream"
"87645","NC_031786.1",784723,"NC_031786.1_784723","Up- or downstream"
"87648","NC_031786.1",786401,"NC_031786.1_786401","Up- or downstream"
"87649","NC_031786.1",786446,"NC_031786.1_786446","Up- or downstream"
"87650","NC_031786.1",786452,"NC_031786.1_786452","Up- or downstream"
"87665","NC_031786.1",808470,"NC_031786.1_808470","Gene body"
"87672","NC_031786.1",911302,"NC_031786.1_911302","Gene body"
"87678","NC_031786.1",911354,"NC_031786.1_911354","Gene body"
"87735","NC_031786.1",960993,"NC_031786.1_960993","Gene body"
"87749","NC_031786.1",966089,"NC_031786.1_966089","Up- or downstream"
"87751","NC_031786.1",982958,"NC_031786.1_982958","Intergenic"
"87752","NC_031786.1",982987,"NC_031786.1_982987","Intergenic"
"87777","NC_031786.1",1014323,"NC_031786.1_1014323","Up- or downstream"
"87778","NC_031786.1",1014386,"NC_031786.1_1014386","Up- or downstream"
"87779","NC_031786.1",1014389,"NC_031786.1_1014389","Up- or downstream"
"87782","NC_031786.1",1017205,"NC_031786.1_1017205","Intergenic"
"87783","NC_031786.1",1017208,"NC_031786.1_1017208","Intergenic"
"87785","NC_031786.1",1017221,"NC_031786.1_1017221","Intergenic"
"87791","NC_031786.1",1017369,"NC_031786.1_1017369","Intergenic"
"87896","NC_031786.1",1132585,"NC_031786.1_1132585","Gene body"
"87897","NC_031786.1",1132645,"NC_031786.1_1132645","Gene body"
"87898","NC_031786.1",1132667,"NC_031786.1_1132667","Gene body"
"87903","NC_031786.1",1135117,"NC_031786.1_1135117","Promoter"
"87906","NC_031786.1",1135180,"NC_031786.1_1135180","Promoter"
"87939","NC_031786.1",1172621,"NC_031786.1_1172621","Intergenic"
"87944","NC_031786.1",1172686,"NC_031786.1_1172686","Intergenic"
"87948","NC_031786.1",1172820,"NC_031786.1_1172820","Intergenic"
"87949","NC_031786.1",1172827,"NC_031786.1_1172827","Intergenic"
"87950","NC_031786.1",1172830,"NC_031786.1_1172830","Intergenic"
"87959","NC_031786.1",1181241,"NC_031786.1_1181241","Intergenic"
"87960","NC_031786.1",1181396,"NC_031786.1_1181396","Intergenic"
"87961","NC_031786.1",1181420,"NC_031786.1_1181420","Intergenic"
"87964","NC_031786.1",1185543,"NC_031786.1_1185543","Up- or downstream"
"87968","NC_031786.1",1204870,"NC_031786.1_1204870","Gene body"
"87969","NC_031786.1",1204943,"NC_031786.1_1204943","Gene body"
"87972","NC_031786.1",1211405,"NC_031786.1_1211405","Gene body"
"87975","NC_031786.1",1211566,"NC_031786.1_1211566","Gene body"
"88079","NC_031786.1",1384424,"NC_031786.1_1384424","Gene body"
"88086","NC_031786.1",1389002,"NC_031786.1_1389002","Gene body"
"88087","NC_031786.1",1389021,"NC_031786.1_1389021","Gene body"
"88118","NC_031786.1",1401034,"NC_031786.1_1401034","Gene body"
"88123","NC_031786.1",1406113,"NC_031786.1_1406113","Gene body"
"88125","NC_031786.1",1406172,"NC_031786.1_1406172","Gene body"
"88155","NC_031786.1",1441761,"NC_031786.1_1441761","Intergenic"
"88157","NC_031786.1",1441790,"NC_031786.1_1441790","Intergenic"
"88158","NC_031786.1",1441803,"NC_031786.1_1441803","Intergenic"
"88166","NC_031786.1",1447099,"NC_031786.1_1447099","Intergenic"
"88174","NC_031786.1",1450431,"NC_031786.1_1450431","Intergenic"
"88228","NC_031786.1",1479328,"NC_031786.1_1479328","Intergenic"
"88270","NC_031786.1",1562231,"NC_031786.1_1562231","Intergenic"
"88271","NC_031786.1",1562242,"NC_031786.1_1562242","Intergenic"
"88283","NC_031786.1",1663936,"NC_031786.1_1663936","Intergenic"
"88284","NC_031786.1",1663946,"NC_031786.1_1663946","Intergenic"
"88289","NC_031786.1",1725709,"NC_031786.1_1725709","Intergenic"
"88294","NC_031786.1",1725872,"NC_031786.1_1725872","Intergenic"
"88305","NC_031786.1",1739863,"NC_031786.1_1739863","Intergenic"
"88309","NC_031786.1",1739913,"NC_031786.1_1739913","Intergenic"
"88346","NC_031786.1",2043069,"NC_031786.1_2043069","Gene body"
"88347","NC_031786.1",2043076,"NC_031786.1_2043076","Gene body"
"88349","NC_031786.1",2070598,"NC_031786.1_2070598","Intergenic"
"88351","NC_031786.1",2070657,"NC_031786.1_2070657","Intergenic"
"88364","NC_031786.1",2153356,"NC_031786.1_2153356","Intergenic"
"88365","NC_031786.1",2153360,"NC_031786.1_2153360","Intergenic"
"88368","NC_031786.1",2192625,"NC_031786.1_2192625","Intergenic"
"88373","NC_031786.1",2203247,"NC_031786.1_2203247","Intergenic"
"88375","NC_031786.1",2203303,"NC_031786.1_2203303","Intergenic"
"88383","NC_031786.1",2270422,"NC_031786.1_2270422","Gene body"
"88387","NC_031786.1",2270495,"NC_031786.1_2270495","Gene body"
"88388","NC_031786.1",2270535,"NC_031786.1_2270535","Gene body"
"88389","NC_031786.1",2270547,"NC_031786.1_2270547","Gene body"
"88390","NC_031786.1",2270578,"NC_031786.1_2270578","Gene body"
"88391","NC_031786.1",2270581,"NC_031786.1_2270581","Gene body"
"88392","NC_031786.1",2270586,"NC_031786.1_2270586","Gene body"
"88393","NC_031786.1",2270588,"NC_031786.1_2270588","Gene body"
"88394","NC_031786.1",2387482,"NC_031786.1_2387482","Gene body"
"88399","NC_031786.1",2421339,"NC_031786.1_2421339","Up- or downstream"
"88400","NC_031786.1",2421343,"NC_031786.1_2421343","Up- or downstream"
"88413","NC_031786.1",2471240,"NC_031786.1_2471240","Intergenic"
"88416","NC_031786.1",2482796,"NC_031786.1_2482796","Gene body"
"88437","NC_031786.1",2513131,"NC_031786.1_2513131","Intergenic"
"88444","NC_031786.1",2566573,"NC_031786.1_2566573","Gene body"
"88453","NC_031786.1",2671994,"NC_031786.1_2671994","Intergenic"
"88475","NC_031786.1",2714636,"NC_031786.1_2714636","Intergenic"
"88477","NC_031786.1",2714658,"NC_031786.1_2714658","Intergenic"
"88539","NC_031786.1",3342489,"NC_031786.1_3342489","Gene body"
"88623","NC_031786.1",3895741,"NC_031786.1_3895741","Gene body"
"88627","NC_031786.1",4081377,"NC_031786.1_4081377","Intergenic"
"88640","NC_031786.1",4216971,"NC_031786.1_4216971","Promoter"
